Rk,Name,Age,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos Summary,Name-additional
173,Larry Casian,30,CHC,NL,35,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,casiala01
174,Pedro Castellano,26,COL,NL,13,21,17,1,2,0,0,0,2,0,0,3,6,.118,.286,.118,.403,3,2,0,1,0,0,1,/H457,castepe01
175,Vinny Castilla,28,COL,NL,160,673,629,97,191,34,0,40,113,7,2,35,88,.304,.343,.548,.892,112,345,20,5,0,4,7,*5/H,castivi02
176,Alberto Castillo,26,NYM,NL,6,11,11,1,4,0,0,0,0,0,0,0,4,.364,.364,.364,.727,98,4,0,0,0,0,0,/2,castial01
177,Frank Castillo,27,CHC,NL,33,63,57,1,5,0,0,0,2,0,0,2,21,.088,.119,.088,.206,-45,5,0,0,4,0,0,1,castifr01
178,Luis Castillo#,20,FLA,NL,41,180,164,26,43,2,1,1,8,17,4,14,46,.262,.320,.305,.625,69,50,0,0,2,0,0,4,castilu01
179,Juan Castro,24,LAD,NL,70,146,132,16,26,5,3,0,5,1,0,10,27,.197,.254,.280,.534,46,37,3,0,4,0,0,65H/47,castrju01
180,Andujar Cedeno,26,TOT,MLB,104,355,335,30,71,6,3,10,38,5,3,15,70,.212,.247,.337,.584,51,113,15,1,3,1,2,6/H5,cedenan01
181,Andujar Cedeno,26,TOT,NL,52,169,156,11,36,2,1,3,18,3,2,11,33,.231,.284,.314,.598,62,49,7,1,0,1,2,6/5H,cedenan01
182,Andujar Cedeno,26,SDP,NL,49,165,154,10,36,2,1,3,18,3,2,9,32,.234,.279,.318,.597,62,49,7,1,0,1,2,6/5H,cedenan01
183,Andujar Cedeno,26,DET,AL,52,186,179,19,35,4,2,7,20,2,1,4,37,.196,.213,.358,.571,41,64,8,0,3,0,0,6/H5,cedenan01
184,Andujar Cedeno,26,HOU,NL,3,4,2,1,0,0,0,0,0,0,0,2,1,.000,.500,.000,.500,52,0,0,0,0,0,0,/65,cedenan01
185,Domingo Cedeno#,27,TOT,AL,89,329,301,46,82,12,2,2,20,6,3,15,64,.272,.308,.346,.654,67,104,7,2,8,3,0,4H/65D,cedendo01
186,Domingo Cedeno#,27,TOR,AL,77,307,282,44,79,10,2,2,17,5,3,15,60,.280,.320,.351,.671,71,99,6,2,7,1,0,4/H56,cedendo01
187,Domingo Cedeno#,27,CHW,AL,12,22,19,2,3,2,0,0,3,1,0,0,4,.158,.143,.263,.406,2,5,1,0,1,2,0,/H46D,cedendo01
188,Roger Cedeno#,21,LAD,NL,86,238,211,26,52,11,1,2,18,5,1,24,47,.246,.326,.336,.663,81,71,0,1,2,0,0,8H7/9,cedenro01
189,Norm Charlton#,33,SEA,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,charlno01
190,Raul Chavez,23,MON,NL,4,6,5,1,1,0,0,0,0,1,0,1,1,.200,.333,.200,.533,44,1,1,0,0,0,0,/2H,chavera01
191,Jason Christiansen,26,PIT,NL,33,5,4,0,0,0,0,0,0,0,0,0,4,.000,.000,.000,.000,-100,0,0,0,1,0,0,1,chrisja01
192,Archi Cianfrocco,29,SDP,NL,79,204,192,21,54,13,3,2,32,1,0,8,56,.281,.315,.411,.727,95,79,4,2,0,1,0,3H56/9427,cianfar01
193,Jeff Cirillo,26,MIL,AL,158,643,566,101,184,46,5,15,83,4,9,58,69,.325,.391,.504,.894,122,285,14,7,6,6,0,*5/HD34,cirilje01
194,Dave Clark*,33,TOT,NL,107,261,226,28,61,12,2,8,36,2,1,34,53,.270,.364,.447,.811,111,101,6,0,0,1,3,H79,clarkda05
195,Dave Clark*,33,PIT,NL,92,243,211,28,58,12,2,8,35,2,1,31,51,.275,.366,.464,.831,115,98,6,0,0,1,3,H79,clarkda05
196,Dave Clark*,33,LAD,NL,15,18,15,0,3,0,0,0,1,0,0,3,2,.200,.333,.200,.533,50,3,0,0,0,0,0,H/7,clarkda05
197,Mark Clark,28,NYM,NL,32,81,69,3,3,1,0,0,2,0,0,1,26,.043,.056,.058,.114,-69,4,0,0,10,1,0,1,clarkma01
198,Phil Clark,28,BOS,AL,3,3,3,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,1,0,0,0,0,/H35D,clarkph02
199,Terry Clark,35,TOT,MLB,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,clarkte01
200,Terry Clark,35,HOU,NL,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1,clarkte01
201,Tony Clark#,24,DET,AL,100,411,376,56,94,14,0,27,72,0,1,29,127,.250,.299,.503,.802,98,189,7,0,0,6,1,3D/H,clarkto02
202,Will Clark*,32,TEX,AL,117,512,436,69,124,25,1,13,72,2,1,64,67,.284,.377,.436,.813,101,190,10,5,0,7,5,*3/H,clarkwi02
203,Royce Clayton,26,STL,NL,129,531,491,64,136,20,4,6,35,33,15,33,89,.277,.321,.371,.692,83,182,13,1,2,4,4,*6H,claytro01
204,Roger Clemens,33,BOS,AL,1,1,1,0,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,408,1,0,0,0,0,0,1,clemero02
205,Brad Clontz,25,ATL,NL,81,5,2,1,0,0,0,0,0,0,0,2,2,.000,.500,.000,.500,45,0,0,0,1,0,0,1,clontbr01
206,Alan Cockrell,33,COL,NL,9,9,8,0,2,1,0,0,2,0,0,0,4,.250,.222,.375,.597,42,3,0,0,0,1,0,/H9,cockral01
207,Greg Colbrunn,26,FLA,NL,141,556,511,60,146,26,2,16,69,4,5,25,76,.286,.333,.438,.772,105,224,22,14,0,5,1,*3/H,colbrgr01
208,Alex Cole*,30,BOS,AL,24,83,72,13,16,5,1,0,7,5,3,8,11,.222,.296,.319,.616,56,23,2,0,2,1,0,8/H,coleal01
209,Vince Coleman#,34,CIN,NL,33,94,84,10,13,1,1,1,4,12,2,9,31,.155,.237,.226,.463,23,19,0,0,1,0,0,7H,colemvi01
210,Jeff Conine,30,FLA,NL,157,670,597,84,175,32,2,26,95,1,4,62,121,.293,.360,.484,.844,124,289,17,4,0,7,1,*73/H,coninje01
211,Steve Cooke,26,PIT,NL,3,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,/1,cookest01
212,Ron Coomer,29,MIN,AL,95,253,233,34,69,12,1,12,41,3,0,17,24,.296,.340,.511,.851,111,119,10,0,0,3,1,3H9/5D,coomero01
213,Joey Cora#,31,SEA,AL,144,583,530,90,154,37,6,6,45,5,5,35,32,.291,.340,.417,.757,91,221,9,7,6,5,1,*4H/5,corajo01
214,Wil Cordero,24,BOS,AL,59,213,198,29,57,14,0,3,37,2,1,11,31,.288,.330,.404,.734,84,80,8,2,1,1,4,4HD/3,cordewi01
215,Francisco Cordova,24,PIT,NL,59,18,16,1,2,0,0,0,2,0,0,0,7,.125,.125,.125,.250,-34,2,1,0,2,0,0,1,cordofr01
216,Marty Cordova,26,MIN,AL,145,640,569,97,176,46,1,16,111,11,5,53,96,.309,.371,.478,.849,112,272,18,8,0,9,4,*7/H,cordoma01
217,Rheal Cormier*,29,MON,NL,33,56,43,2,8,0,1,0,4,0,0,2,12,.186,.222,.233,.455,20,10,0,0,11,0,0,1,cormirh01
218,Carlos Crawford,24,PHI,NL,1,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,/1,crawfca01
219,Doug Creek*,27,SFG,NL,63,2,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,1,0,0,1,creekdo01
220,Felipe Crespo#,23,TOR,AL,22,64,49,6,9,4,0,0,4,1,0,12,13,.184,.375,.265,.640,67,13,0,3,0,0,0,4/5H3,crespfe01
221,Fausto Cruz,24,DET,AL,14,40,38,5,9,2,0,0,0,0,0,1,11,.237,.256,.289,.546,38,11,1,0,1,0,0,/46HD,cruzfa01
222,Jacob Cruz*,23,SFG,NL,33,92,77,10,18,3,0,3,10,0,1,12,24,.234,.352,.390,.741,100,30,2,2,1,0,0,9H/7,cruzja01
223,John Cummings*,27,TOT,MLB,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,cummijo01
224,John Cummings*,27,LAD,NL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1,cummijo01
225,Midre Cummings*,24,PIT,NL,24,87,85,11,19,3,1,3,7,0,0,0,16,.224,.221,.388,.609,55,33,0,0,1,1,0,89/H,cummimi01
226,Chad Curtis,27,TOT,MLB,147,587,504,85,127,25,1,12,46,18,11,70,88,.252,.341,.377,.718,85,190,15,1,6,6,0,*87H,curtich01
227,Chad Curtis,27,DET,AL,104,466,400,65,105,20,1,10,37,16,10,53,73,.263,.346,.393,.738,87,157,14,1,6,6,0,87/H,curtich01
228,Chad Curtis,27,LAD,NL,43,121,104,20,22,5,0,2,9,2,1,17,15,.212,.322,.317,.640,75,33,1,0,0,0,0,8H,curtich01
229,Milt Cuyler#,27,BOS,AL,50,134,110,19,22,1,2,2,12,7,3,13,19,.200,.299,.300,.599,52,33,1,3,7,1,0,89H/D,cuylemi01
230,Omar Daal*,24,MON,NL,64,11,11,0,0,0,0,0,0,0,0,0,5,.000,.000,.000,.000,-100,0,1,0,0,0,0,1,daalom01
231,Johnny Damon*,22,KCR,AL,145,566,517,61,140,22,5,6,50,25,5,31,64,.271,.313,.368,.680,73,190,4,3,10,5,3,*89/HD,damonjo01
232,Danny Darwin,40,TOT,NL,34,56,49,2,9,4,0,1,3,1,0,0,27,.184,.184,.327,.510,31,16,1,0,7,0,0,1,darwida01
233,Danny Darwin,40,PIT,NL,19,44,39,2,8,4,0,1,3,0,0,0,19,.205,.205,.385,.590,50,15,1,0,5,0,0,1,darwida01
234,Danny Darwin,40,HOU,NL,15,12,10,0,1,0,0,0,0,1,0,0,8,.100,.100,.100,.200,-45,1,0,0,2,0,0,1,darwida01
235,Doug Dascenzo#,32,SDP,NL,21,10,9,3,1,0,0,0,0,0,1,1,2,.111,.200,.111,.311,-12,1,0,0,0,0,0,H/98,dascedo01
236,Darren Daulton*,34,PHI,NL,5,20,12,3,2,0,0,0,0,0,0,7,5,.167,.500,.167,.667,88,2,1,1,0,0,0,/7,daultda01
237,Chili Davis#,36,CAL,AL,145,623,530,73,155,24,0,28,95,5,2,86,99,.292,.387,.496,.884,124,263,18,0,1,6,11,*D/H,davisch01
238,Eric Davis,34,CIN,NL,129,496,415,81,119,20,0,26,83,23,9,70,121,.287,.394,.523,.917,140,217,8,6,1,4,3,*87/H3,daviser01
239,Russ Davis,26,SEA,AL,51,191,167,24,39,9,0,5,18,2,0,17,50,.234,.312,.377,.689,75,63,1,2,4,0,1,5/H,davisru01
240,Andre Dawson,41,FLA,NL,42,61,58,6,16,2,0,2,14,0,0,2,13,.276,.311,.414,.725,92,24,1,1,0,0,0,H/7,dawsoan01
241,Steve Decker,30,TOT,NL,67,171,147,24,36,3,0,2,20,1,0,18,29,.245,.323,.306,.629,68,45,3,0,4,2,4,2H/35,deckest01
242,Steve Decker,30,SFG,NL,57,142,122,16,28,1,0,1,12,0,0,15,26,.230,.309,.262,.572,57,32,3,0,3,2,4,2H/35,deckest01
243,Steve Decker,30,COL,NL,10,29,25,8,8,2,0,1,8,1,0,3,3,.320,.393,.520,.913,119,13,0,0,1,0,0,2,deckest01
244,Rob Deer,35,SDP,NL,25,64,50,9,9,3,0,4,9,0,0,14,30,.180,.359,.480,.839,125,24,1,0,0,0,0,9H/7,deerro01
245,Alex Delgado,25,BOS,AL,26,24,20,5,5,0,0,0,1,0,0,3,3,.250,.348,.250,.598,55,5,0,0,1,0,0,2H/57934,delgaal01
246,Carlos Delgado*,24,TOR,AL,138,563,488,68,132,28,2,25,92,0,0,58,139,.270,.353,.490,.843,112,239,13,9,0,8,2,D3H,delgaca01
247,Wilson Delgado#,23,SFG,NL,6,25,22,3,8,0,0,0,2,1,0,1,5,.364,.440,.364,.804,121,8,0,2,0,0,0,/6,delgawi01
248,Rich DeLucia,31,SFG,NL,56,5,4,1,1,0,0,0,0,0,0,1,0,.250,.400,.250,.650,81,1,0,0,0,0,0,1,delucri01
249,Delino DeShields*,27,LAD,NL,154,642,581,75,130,12,8,5,41,48,11,53,124,.224,.288,.298,.585,60,173,12,1,2,5,7,*4/H,deshide01
250,Elmer Dessens,25,PIT,NL,15,5,5,1,2,0,0,0,2,0,0,0,0,.400,.400,.400,.800,110,2,0,0,0,0,0,1,desseel01
251,Cesar Devarez,26,BAL,AL,10,19,18,3,2,0,1,0,0,0,0,1,3,.111,.158,.222,.380,-5,4,0,0,0,0,0,2/H,devarce01
252,Mike Devereaux,33,BAL,AL,127,363,323,49,74,11,2,8,34,8,2,34,53,.229,.305,.350,.655,66,113,8,2,2,2,0,*978HD,devermi01
253,Mark Dewey,31,SFG,NL,78,8,7,0,0,0,0,0,0,0,0,1,3,.000,.125,.000,.125,-62,0,0,0,0,0,0,1,deweyma01
254,Alex Diaz#,27,SEA,AL,38,84,79,11,19,2,0,1,5,6,3,2,8,.241,.274,.304,.578,47,24,2,2,0,1,0,7H/89D,diazal01
255,Einar Díaz,23,CLE,AL,4,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,/2,diazei01
256,Mike Difelice,27,STL,NL,4,7,7,0,2,1,0,0,2,0,0,0,1,.286,.286,.429,.714,87,3,0,0,0,0,0,/2,difelmi01
257,Jerry Dipoto,28,NYM,NL,57,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1,dipotje01
258,Gary Disarcina,28,CAL,AL,150,576,536,62,137,26,4,5,48,2,1,21,36,.256,.286,.347,.633,61,186,16,2,16,1,0,*6,disarga01
259,Glenn Dishman,25,TOT,NL,7,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,2,0,0,/1,dishmgl01
260,Glenn Dishman,25,SDP,NL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1,dishmgl01
261,Glenn Dishman,25,PHI,NL,4,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,2,0,0,/1,dishmgl01
262,Brian Dorsett,35,CHC,NL,17,46,41,3,5,0,0,1,3,0,0,4,8,.122,.196,.195,.391,3,8,2,0,0,1,0,2/H,dorsebr01
263,David Doster,25,PHI,NL,39,113,105,14,28,8,0,1,8,0,0,7,21,.267,.313,.371,.684,81,39,1,0,1,0,0,4H/5,dosteda01
264,Jim Dougherty,28,HOU,NL,12,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,doughji01
265,Doug Drabek,33,HOU,NL,32,63,56,5,10,1,0,0,3,0,0,0,12,.179,.179,.196,.375,3,11,1,0,7,0,0,1/H,drabedo01
266,Darren Dreifort,24,LAD,NL,20,3,3,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,1/H,dreifda01
267,Mariano Duncan,33,NYY,AL,109,417,400,62,136,34,3,8,56,4,3,9,77,.340,.352,.500,.852,112,200,10,1,2,5,1,4/H5D79,duncama01
268,Todd Dunn,25,MIL,AL,6,10,10,2,3,1,0,0,1,0,0,0,3,.300,.300,.400,.700,73,4,1,0,0,0,0,/987H,dunnto01
269,Shawon Dunston,33,SFG,NL,82,307,287,27,86,12,2,5,25,8,0,13,40,.300,.331,.408,.739,98,117,8,1,5,1,0,6/H,dunstsh01
270,Mike Durant,26,MIN,AL,40,96,81,15,17,3,0,0,5,3,0,10,15,.210,.293,.247,.540,39,20,2,0,4,1,0,2/H,duranmi01
271,Ray Durham#,24,CHW,AL,156,639,557,79,153,33,5,10,65,30,4,58,95,.275,.350,.406,.755,95,226,6,10,7,7,4,*4/HD,durhara01
272,Jermaine Dye,22,ATL,NL,98,306,292,32,82,16,0,12,37,1,4,8,67,.281,.304,.459,.763,94,134,11,3,0,3,0,97/H8,dyeje01
273,Mike Dyer,29,MON,NL,70,7,7,0,0,0,0,0,0,0,0,0,4,.000,.000,.000,.000,-100,0,0,0,0,0,0,1,dyermi01
274,Lenny Dykstra*,33,PHI,NL,40,164,134,21,35,6,3,3,13,3,1,26,25,.261,.387,.418,.804,114,56,1,2,1,1,2,8/H,dykstle01
275,Damion Easley,26,TOT,AL,49,129,112,14,30,2,0,4,17,3,1,10,25,.268,.331,.393,.724,83,44,0,1,5,1,0,64/H5D8,easleda01
276,Damion Easley,26,CAL,AL,28,54,45,4,7,1,0,2,7,0,0,6,12,.156,.255,.311,.566,44,14,0,0,3,0,0,6/4H58D,easleda01
277,Damion Easley,26,DET,AL,21,75,67,10,23,1,0,2,10,3,1,4,13,.343,.384,.448,.831,110,30,0,1,2,1,0,/46H5D,easleda01
278,Angel Echevarria,25,COL,NL,26,26,21,2,6,0,0,0,6,0,0,2,5,.286,.346,.286,.632,56,6,0,1,0,2,0,H/97,echevan01
279,Dennis Eckersley,41,STL,NL,63,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1,eckerde01
280,Jim Edmonds*,26,CAL,AL,114,483,431,73,131,28,3,27,66,4,0,46,101,.304,.375,.571,.946,137,246,8,4,0,2,2,*8/HD,edmonji01
281,Robert Eenhoorn,28,TOT,AL,18,34,29,3,5,0,0,0,2,0,0,2,5,.172,.212,.172,.385,-1,5,0,0,1,2,0,4/65H,eenhoro01
282,Robert Eenhoorn,28,NYY,AL,12,19,14,2,1,0,0,0,2,0,0,2,3,.071,.167,.071,.238,-37,1,0,0,1,2,0,4/5H,eenhoro01
283,Robert Eenhoorn,28,CAL,AL,6,15,15,1,4,0,0,0,0,0,0,0,2,.267,.267,.267,.533,37,4,0,0,0,0,0,/64,eenhoro01
284,Joey Eischen*,26,TOT,MLB,28,6,6,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,1,eischjo01
285,Joey Eischen*,26,LAD,NL,28,6,6,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,1,eischjo01
286,Jim Eisenreich*,37,PHI,NL,113,373,338,45,122,24,3,3,41,11,1,31,32,.361,.413,.476,.889,136,161,7,1,0,3,9,97H/8,eisenji01
287,Kevin Elster,31,TEX,AL,157,596,515,79,130,32,2,24,99,4,1,52,138,.252,.317,.462,.779,90,238,8,2,16,11,1,*6,elsteke01
288,Angelo Encarnacion,27,PIT,NL,7,22,22,3,7,2,0,0,1,0,0,0,5,.318,.318,.409,.727,88,9,0,0,0,0,0,/2,encaran01
289,John Ericks,28,PIT,NL,28,5,5,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,1,0,0,0,0,1,erickjo01
290,Darin Erstad*,22,CAL,AL,57,229,208,34,59,5,1,4,20,3,3,17,29,.284,.333,.375,.708,81,78,3,0,1,3,1,87H/9,erstada01
291,Alvaro Espinoza,34,TOT,MLB,107,269,246,31,66,11,4,8,27,1,3,10,37,.268,.303,.443,.746,93,109,8,3,8,2,0,563/H4D,espinal01
292,Alvaro Espinoza,34,CLE,AL,59,125,112,12,25,4,2,4,11,1,1,6,18,.223,.279,.402,.680,71,45,4,3,3,1,0,536/4HD,espinal01
293,Alvaro Espinoza,34,NYM,NL,48,144,134,19,41,7,2,4,16,0,2,4,19,.306,.324,.478,.801,113,64,4,0,5,1,0,5/6H43,espinal01
294,Bobby Estalella,21,PHI,NL,7,18,17,5,6,0,0,2,4,1,0,1,6,.353,.389,.706,1.095,183,12,0,0,0,0,0,/2H,estalbo02
295,Shawn Estes,23,SFG,NL,15,26,19,3,3,0,0,0,1,0,0,1,8,.158,.200,.158,.358,-2,3,0,0,6,0,0,1/H,estessh01
296,Tony Eusebio,29,HOU,NL,58,172,152,15,41,7,2,1,19,0,1,18,20,.270,.343,.362,.705,94,55,5,0,0,2,2,2H,eusebto01
297,Carl Everett#,25,NYM,NL,101,219,192,29,46,8,1,1,16,6,0,21,53,.240,.326,.307,.633,72,59,4,4,1,1,2,H98/7,evereca01
298,Jorge Fabregas*,26,CAL,AL,90,279,254,18,73,6,0,2,26,0,1,17,27,.287,.326,.335,.661,70,85,7,0,3,5,3,2/HD,fabrejo01
299,Rikkert Faneyte,27,TEX,AL,8,7,5,0,1,0,0,0,1,0,0,0,0,.200,.200,.200,.400,0,1,0,0,2,0,0,/8HD7,faneyri01
300,Mike Farmer#,27,COL,NL,7,10,10,1,4,0,0,0,0,0,0,0,0,.400,.400,.400,.800,95,4,0,0,0,0,0,/1,farmemi01
301,Sal Fasano,24,KCR,AL,51,160,143,20,29,2,0,6,19,1,1,14,25,.203,.283,.343,.626,58,49,3,2,1,0,0,2,fasansa01
302,Jeff Fassero*,33,MON,NL,34,87,64,5,6,0,0,0,4,1,0,8,32,.094,.192,.094,.286,-22,6,0,0,14,1,0,1,fasseje01
303,Felix Fermin,32,CHC,NL,11,19,16,4,2,1,0,0,1,0,0,2,0,.125,.222,.188,.410,9,3,2,0,1,0,0,/4H6,fermife01
304,Osvaldo Fernandez,29,SFG,NL,33,62,57,0,5,0,0,0,1,0,0,0,25,.088,.088,.088,.175,-52,5,0,0,5,0,0,1/H,fernaos01
305,Sid Fernandez*,33,PHI,NL,11,25,19,0,2,1,0,0,2,0,0,3,10,.105,.217,.158,.375,2,3,0,0,2,1,0,1,fernasi01
306,Mike Fetters,31,MIL,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,fettemi01
307,Cecil Fielder,32,TOT,AL,160,688,591,85,149,20,0,39,117,2,0,87,139,.252,.350,.484,.834,108,286,18,5,0,5,12,3D/H,fieldce01
308,Cecil Fielder,32,DET,AL,107,460,391,55,97,12,0,26,80,2,0,63,91,.248,.354,.478,.833,109,187,11,3,0,3,8,3D,fieldce01
309,Cecil Fielder,32,NYY,AL,53,228,200,30,52,8,0,13,37,0,0,24,48,.260,.342,.495,.837,108,99,7,2,0,2,4,D/3H,fieldce01
310,Steve Finley*,31,SDP,NL,161,721,655,126,195,45,9,30,95,22,8,56,87,.298,.354,.531,.885,136,348,20,4,1,5,5,*8/H,finlest01
311,John Flaherty,28,TOT,MLB,119,444,416,40,118,24,0,13,64,3,3,17,61,.284,.314,.435,.749,96,181,13,3,4,4,2,*2/H,flahejo01
312,John Flaherty,28,DET,AL,47,165,152,18,38,12,0,4,23,1,0,8,25,.250,.290,.408,.698,74,62,5,1,3,1,1,2/H,flahejo01
313,John Flaherty,28,SDP,NL,72,279,264,22,80,12,0,9,41,2,3,9,36,.303,.327,.451,.778,109,119,8,2,1,3,1,2/H,flahejo01
314,Darrin Fletcher*,29,MON,NL,127,432,394,41,105,22,0,12,57,0,0,27,42,.266,.321,.414,.735,91,163,13,6,1,3,4,*2H,fletcda01
315,Bryce Florie,26,TOT,MLB,39,3,3,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1,floribr01
316,Bryce Florie,26,SDP,NL,39,3,3,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1,floribr01
317,Cliff Floyd*,23,MON,NL,117,266,227,29,55,15,4,6,26,7,1,30,52,.242,.340,.423,.763,99,96,3,5,1,3,1,7H8/93,floydcl01
318,Chad Fonville#,25,LAD,NL,103,221,201,34,41,4,1,0,13,7,2,17,31,.204,.266,.234,.500,38,47,1,0,3,0,1,H4678/5,fonvich01
319,Brook Fordyce,26,CIN,NL,4,10,7,0,2,1,0,0,1,0,0,3,1,.286,.500,.429,.929,149,3,0,0,0,0,0,/2,fordybr01
320,Tony Fossas*,38,STL,NL,65,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,1,0,0,0,0,1,fossato01
321,Kevin Foster,27,CHC,NL,19,35,27,3,8,4,1,0,6,0,0,4,11,.296,.406,.519,.925,141,14,0,1,3,0,0,1/H,fosteke01
322,Andy Fox*,25,NYY,AL,113,219,189,26,37,4,0,3,13,11,3,20,28,.196,.276,.265,.541,38,50,2,1,9,0,0,45H/6D9,foxan01
323,John Franco*,35,NYM,NL,51,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1,francjo01
324,Julio Franco,37,CLE,AL,112,499,432,72,139,20,1,14,76,8,8,61,82,.322,.407,.470,.877,123,203,14,3,0,3,2,3D/H,francju01
325,Matt Franco*,26,NYM,NL,14,34,31,3,6,1,0,1,2,0,0,1,5,.194,.235,.323,.558,49,10,1,1,0,1,0,/5H3,francma01
326,Lou Frazier#,31,TEX,AL,30,60,50,5,13,2,1,0,5,4,2,8,10,.260,.373,.340,.713,79,17,2,1,1,0,0,HD7/84,frazilo01
327,Marvin Freeman,33,TOT,MLB,26,47,41,3,5,0,0,0,0,0,0,2,21,.122,.163,.122,.285,-29,5,1,0,4,0,0,1,freemma02
328,Marvin Freeman,33,COL,NL,26,47,41,3,5,0,0,0,0,0,0,2,21,.122,.163,.122,.285,-29,5,1,0,4,0,0,1,freemma02
329,Steve Frey,32,PHI,NL,31,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,freyst01
330,Jeff Frye,29,BOS,AL,105,486,419,74,120,27,2,4,41,18,4,54,57,.286,.372,.389,.761,93,163,6,5,5,3,0,4/H6798D,fryeje01
331,Travis Fryman,27,DET,AL,157,688,616,90,165,32,3,22,100,4,3,57,118,.268,.329,.437,.766,92,269,18,4,1,10,2,*56,frymatr01
332,Mike Fyhrie,26,NYM,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1,fyhrimi01
333,Gary Gaetti,37,STL,NL,141,574,522,71,143,27,4,23,80,2,2,35,97,.274,.326,.473,.799,109,247,10,8,4,5,6,*53/H,gaettga01
334,Greg Gagne,34,LAD,NL,128,487,428,48,109,13,2,10,55,4,2,50,93,.255,.333,.364,.698,90,156,6,2,4,3,11,*6/H,gagnegr01
335,Andres Galarraga,35,COL,NL,159,691,626,119,190,39,3,47,150,18,8,40,157,.304,.357,.601,.958,127,376,6,17,0,8,3,*3/5H,galaran01
336,Mike Gallego,35,STL,NL,51,159,143,12,30,2,0,0,4,0,0,12,31,.210,.276,.224,.499,35,32,0,1,3,0,1,4/5H6,gallemi01
337,Ron Gant,31,STL,NL,122,500,419,74,103,14,2,30,82,13,4,73,98,.246,.359,.504,.862,126,211,9,3,1,4,5,*7/H,gantro01
338,Carlos Garcia,28,PIT,NL,101,422,390,66,111,18,4,6,44,16,6,23,58,.285,.329,.397,.727,89,155,3,4,3,2,3,465/H,garcica01
339,Karim Garcia*,20,LAD,NL,1,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,/H,garcika01
340,Nomar Garciaparra,22,BOS,AL,24,93,87,11,21,2,3,4,16,5,0,4,14,.241,.272,.471,.743,83,41,0,0,1,1,0,6/H4D,garcino01
341,Mark Gardner,34,SFG,NL,33,79,68,6,11,1,0,0,4,0,0,2,26,.162,.197,.176,.374,2,12,2,1,8,0,0,1/H,gardnma01
342,Webster Garrison,30,OAK,AL,5,10,9,0,0,0,0,0,0,0,0,1,0,.000,.100,.000,.100,-72,0,0,0,0,0,0,/43H,garriwe01
343,Brent Gates#,26,OAK,AL,64,274,247,26,65,19,2,2,30,1,1,18,35,.263,.316,.381,.697,75,94,9,2,5,2,0,4/H,gatesbr01
